source,pivot_text(de),pivot_text(zh),bt_zh,bt_de
Do not excuse what you did with what others did.,"Benutze nicht das, was andere getan haben, als Entschuldigung für das, was du getan hast.",你不要为别人的行为而开脱。,And do not make excuses for what others do.,Do not use what others have done as an excuse for what you have done.
"The PKCS # 1 standard also incorporates processing schemes designed to provide additional security for RSA signatures, e. g., the Probabilistic Signature Scheme for RSA (RSA-PSS).","Der PKCS #1 Standard verwendet Verarbeitungsmethoden, um Sicherheit für RSA-Signaturen hinzuzufügen.","PKCS # 1标准还制定了为登记册系统管理人签名提供额外保障的处理计划,例如登记册系统管理人概率签名计划(RSA-PSS)。","The PKCS #1 standard also sets out processing plans that provide additional safeguards for RSA signature, such as the RSA-PSS Probability Signing Scheme for RSAs.",The PKCS #1 standard uses processing methods to add security for RSA signatures.
"Since Poland's accession to the European Union, a significant number of Poles have emigrated to Western European countries such as the United Kingdom, Germany and Ireland in search of work.","Viele Polen sind seit dem Beitritt Polens zur Europäischen Union in westeuropäische Länder wie das Vereinigte Königreich, Deutschland und Irland auf der Suche nach Arbeit ausgewandert.","自波兰加入欧洲联盟以来,许多波兰人已迁往西欧国家,如联合王国、德国和爱尔兰寻找工作。","Since Poland's accession to the European Union, many Poles have moved to Western European countries, such as the United Kingdom, Germany and Ireland, in search of employment.","Since Poland's accession to the European Union, many Poles have emigrated to Western European countries such as the United Kingdom, Germany and Ireland in search of work."
The surname Christian is an Anglicization of the Manx name McCrystyn.,Christians Nachname ist die Anglicization des Manx-Namens von McCrystyn.,马恩人的名字麦克里斯汀 成了英国人 成为基督的姓,"The Man's name, McLixin, became the English, the name of Christ.",Christian's last name is the anglicization of the Manx name of McCrystyn.
"This took the republic by surprise, especially because the SPD was below 25% in polls at the time.","Die Republik war überrascht, weil die SPD laut Umfragen unter 25% lag.","共和国感到惊讶, 因为当时在民调中, SPD低于25%。","The Republic was surprised, because in the polls, SPD was less than 25%.","The Republic was surprised because, according to polls, the SPD was below 25%."
It accelerated northeast parallel to the East Coast and became extratropical on July 23 near Nova Scotia.,Juli in der Nähe von Nova Scotia.,"7月23日在新斯科舍附近,","On July 23, near Nova Scotia,",==References====External links==
"He is called Saint James the Greater to distinguish him from James, son of Alphaeus, who is also known as James the Less.","Er war der Sohn des Alphaeus, bekannt als James der Geringere.","他叫圣詹姆斯大帝,这是为了区分他和詹姆斯,詹姆斯, 阿尔法乌斯的儿子, 也叫詹姆斯小詹姆斯。","His name is St. James, which is to distinguish between him and James, James, the son of Alphaus, and James Junior.","He was the son of Alphaeus, known as James the Lesser."
He skated his last with the show in 2007.,Er ist zuletzt in der Show 2007 geskat.,他最后一场滑冰表演是在2007年。,His last skate show was in 2007.,He's the last one to be seen on the 2007 show.
"In mathematics, a Riemann sum is a method for approximating the total area underneath a curve on a graph, otherwise known as an integral.",Eine Riemann-Summe ist eine Methode zur Annäherung der Gesamtfläche unter einer Kurve auf einem Graphen.,"Riemann sum 是一种方法,用来使图中曲线(称为有机体)下方的总面积接近一致。",Riemann sum is a method used to bring the total area below the curve (known as the organism) close to the same level.,A Riemann sum is a method of approaching the total surface under a curve on a graph.
"Bonham Carter made her film debut in the K. M. Peyton film, A Pattern of Roses, before appearing in her first leading role in Lady Jane.","Bonham Carter gab ihr Filmdebüt im K. M. Peyton Film, A Pattern of Roses, vor ihrer Hauptrolle in Lady Jane.",Bonham Carter在《玫瑰花样》中 扮演了第一部电影角色,Bonham Carter played the first movie role in Rose Drama.,"Bonham Carter made her film debut in the K. M. Peyton Film, A Pattern of Roses, in front of her leading role in Lady Jane."
Drammen is also the main harbor for car and fruit import in Norway.,Drammen ist Norwegens wichtigster Hafen für Auto- und Obstimporte.,"Drammen是挪威的主要港口,供从其他国家运来的汽车和水果。",Drammen is the main Norwegian port for cars and fruits from other countries.,Drammen is Norway's most important port for car and fruit imports.
"The Administrators of the Northern Territory and Norfolk Island are, by contrast, appointed by the Governor-General.",Die Administratoren des Northern Territory und der Norfolk Island werden vom Generalgouverneur ernannt.,"相反,北方领土和诺福克岛的领导人由总督任命。","On the contrary, the leaders of the Northern Territories and Norfolk Island are appointed by the Governor.",The administrators of the Northern Territory and Norfolk Island are appointed by the Governor General.
"Freetown is home to Fourah Bay College, the oldest university in West Africa, founded in 1827.",Freetown ist die Heimat der ältesten Universität in Westafrika genannt Fourah Bay College.,"弗里敦是Fourah Bay学院的所在地,Fourah Bay学院是西非最古老的大学,成立于1827年。","Freetown is home to the Fourah Bay College, the oldest university in West Africa, which was established in 1827.",Freetown is home to the oldest university in West Africa called Fourah Bay College.
"Sportswear (or Active attire) is clothing, including footwear, worn for sport or exercise.","Sportbekleidung ist Kleidung und Schuhe, die für Sport oder Bewegung getragen wird.","运动服(或现役服饰)是指运动或锻炼时穿的服装,包括鞋子。","Gymnasiums (or costumes in active service) are those worn during exercise or exercise, including shoes.",Sportswear is clothing and shoes worn for sports or exercise.
Furthermore it is the episcopal see of the Diocese of Växjö.,Es ist der Bischof. Siehe der Diözese Växjö.,它是瓦克斯霍教区主教的见习。,It's an internship for the Bishop of Waxho.,It is the bishop. See the diocese of Växjö.
"Background DES uses a 56 - bit key, meaning that there are 256 possible keys under which a message can be encrypted.","Unter Hintergrund DES gibt es 256 mögliche Schlüssel, mit denen eine Nachricht verschlüsselt werden kann.",背景DES使用56-位键。 这意味着有256个可能的键可以保证信息的安全。,Background DES uses 56-bit keys. This means that there are 256 possible keys to secure the information.,"Under DES background, there are 256 possible keys that can be used to encrypt a message."
"Honduras (,) is a republic in Central America.",Honduras ist eine Republik in Mittelamerika.,洪都拉斯是中美洲国家。,Honduras is a Central American country.,Honduras is a republic in Central America.
Two tubes of amphetamines and a further empty tube were found in the rear pocket of his racing jersey.,Zwei Röhren Amphetamine und ein weiteres leeres Rohr wurden gefunden. Sie waren in der hinteren Tasche seines Renntrikots.,在他的赛车衬衫口袋里发现了两根安非他明管。,Two amphetamine tubes were found in the pocket of his racing shirt.,Two tubes of amphetamines and another empty pipe were found in the back pocket of his racing jersey.
The Arkansas River is a major tributary of the Mississippi River.,Der Arkansas River fließt in den Mississippi.,阿肯色河与密西西比河合并很大,The Arkansas and Mississippi rivers are very much merged.,The Arkansas River flows into the Mississippi River.
Metarterioles provide direct communication between arterioles and venules and are important in bypassing the bloodflow through the capillaries.,"Arteriolen und Venen kommunizieren über Metarterioles. Metarterioles sind wichtig, um den Blutfluss durch die Kapillaren zu umgehen.",Metarterioles 连接了动脉和静脉。 它们对于绕过血管的血液流非常重要。,"Metarterioles connect the arteries to the veins, which are very important for bypassing the blood flow.",Arterioles and veins communicate via Metarterioles. Metarterioles are important to bypass the blood flow through the capillaries.
"Eventually, this also expanded the realm of ""Just Say No"" to violence, premarital sex, and any other ""vices"" that young people might try.","Bald galt ""Just Say No"" auch für Gewalt, vorehelichen Sex und andere schlechte Gewohnheiten, die junge Leute versuchen könnten.","最终,这还将“只说不”扩大到暴力、婚前性行为和其他“建议”年轻人尝试。","Ultimately, this would also extend the term “no” to violence, premarital sex and other “advice” attempts by young people.","Soon ""Just Say No"" also applied to violence, premarital sex and other bad habits that young people could try."
"Annaser Benghazi is a Libyan football club based in Benghazi, Libya.","Annaser Benghazi ist ein libyscher Fußballverein aus Benghazi, Libyen.","Annaser Benghazi是利比亚足球俱乐部,位于利比亚班加西。","Anaser Benghazi is a Libyan football club located in Benghazi, Libya.","Annaser Benghazi is a Libyan football club based in Benghazi, Libya."
Year-Round School is the scheduling of educational institutions so that students take class throughout the entire calendar year.,"Die Year-Round School ist die Planung von Bildungseinrichtungen, so dass die Schüler das ganze Jahr über Klasse nehmen.","乡村学校正在排班,所以学生在整个日历年都上课。","The country schools are in shifts, so students attend classes throughout the calendar year.","The Year-Round School is the planning of educational institutions, so students take class all year round."
"It is the established convention of the scientific community to define the vitreous electrification as positive, and the resinous electrification as negative.",Wissenschaftler definieren Glas elektrifizierung als positiv und harzig als negativ.,"科学家们通常会称动态电气化为正,而树脂电气化为负。",Scientists usually refer to dynamic electrification as positive and resin as negative.,Scientists define glass electrification as positive and resinous as negative.
Power transmission is the movement of energy from its place of generation to a location where it is applied to performing useful work.,Die Kraftübertragung ist die Bewegung der Energie von ihrem Ursprung bis zur Durchführung nützlicher Arbeit.,电力传输是指将能源从发电地点转移到用于从事工作的地点。,Electricity transmission refers to the transfer of energy from the place of generation to the place where the work is performed.,The transmission of power is the movement of energy from its origin to the carrying out of useful work.
Before the 2002 election FC Bayern General Manager Uli Hoeneß expressed his support for Stoiber and the CSU.,Vor der Wahl 2002 unterstützte FC Bayern General Manager Uli Hoeneß Stoiber und die CSU.,FC Bayern总经理在2002年选举之前表示他支持Stoiber和CSU。,The Managing Director of FC Bayern expressed his support for Stoiber and CSU prior to the 2002 elections.,"Before the 2002 election, FC Bayern supported General Manager Uli Hoeneß Stoiber and the CSU."
Males can weigh more than 20 kg and attain a head-body length of 90 cm.,Männer können schwerer als 20 kg sein. Ihre Länge kann bis zu 90 cm betragen.,"雄性重量可超过20公斤,长度90厘米,包括头部和身体。","Males can weigh more than 20 kilograms and have a 90-centimetre length, including the head and body.",Men can be heavier than 20 kg. Their length can be up to 90 cm.
"A. I. Artificial Intelligence One Kubrick project was eventually completed by another director, Steven Spielberg.",== Weblinks ==== Einzelnachweise ==,史蒂文·斯皮尔伯格完成了人工智能一库布里克项目。,Steven Spielberg completed a Cubrik project on artificial intelligence.,==References====External links==
"Between rounds there is a one minute pause, during which competitors change their gear.","Es gibt eine Minute zwischen den Runden, wenn Konkurrenten ihre Ausrüstung ändern können.","在两轮空转之间,竞争者们将换换装备。","In between, competitors will change their equipment.",There's a minute between rounds when competitors can change their gear.
This work was accomplished through the efforts of Martin Evans and Oliver Smithies working on the knockout mice.,"Das haben Martin Evans und Oliver Smithies getan, die an den Kockout-Mäusen arbeiteten.",这是由马丁·埃文斯和奥利弗·史密斯 共同致力于击杀小鼠的工作完成的。,This was done by Martin Evans and Oliver Smith working together to kill mice.,"That's what Martin Evans and Oliver Smithies did, working on the Kockout mice."
"With little warning, a second earthquake of magnitude 5.1 May 18 triggered a massive collapse of the north face of the mountain.",Ein großes Erdbeben traf plötzlich am 18. Mai und beschädigte den Norden des Berges.,"5月18日, 以微弱的警告, 第二次大地震造成山的北面大规模崩塌,","On May 18, with a slight warning, the second major earthquake caused a massive collapse of the north of the mountain.",A large earthquake suddenly hit May 18 and damaged the north of the mountain.
It is a commonly stolen street sign.,Es wird häufig gestohlen.,这条街上经常有征兆,There's always signs on this street.,It's often stolen.
"The Association pour la taxation des transactions financières pour l'aide aux citoyens (Association for the Taxation of Financial Transactions for the Aid of Citizens, ATTAC) is an activist organization for the establishment of a tax on foreign exchange transactions.",Die Association for the Taxation of Financial Transactions for the Aid of Citizens ist eine aktive Organisation für die Einführung einer Steuer auf Devisengeschäfte.,援助公民金融交易征税协会是一个外汇交易征税组织。,The Association for Taxing Assistance to Citizens'Financial Transactions is a taxing organization for foreign exchange transactions.,The Association for the Taxation of Financial Transactions for the Aid of Citizens is an active organisation for the introduction of a tax on foreign exchange transactions.
Cash is another commodity that may be packaged together with contracts and / or draft picks to complete a trade.,"Bargeld ist eine weitere Ware, die zu Verträgen und / oder Pick-Entwürfe hinzugefügt werden kann, um einen Handel abzuschließen.",现金可以与合同和汇票一起用于完成交易。,Cash can be used to complete transactions together with contracts and bills of exchange.,Cash is another commodity that can be added to contracts and/or pick drafts to complete a trade.
"They are a type of reporter gene used in laboratory microbiology, molecular biology, and genetic engineering to indicate the success of a transfection or other procedure meant to introduce foreign DNA into a cell.","Sie sind eine Art Reportergen, das in der Labormikrobiologie, Molekularbiologie und Gentechnik verwendet wird. Sie deuten auf den Erfolg einer Transfektion oder eines anderen Verfahrens hin, das dazu dient, fremde DNA in eine Zelle einzuführen.","它们是用于实验室微生物学、分子生物学和遗传工程的一类报告者基因,以显示旨在将外国DNA引入细胞的转口或其他程序的成功。","They are the genes of a class of reporters used in laboratory microbiology, molecular biology and genetic engineering to demonstrate the success of trans-shipments or other processes designed to introduce foreign DNA into cells.","They are a kind of reporter gene used in laboratory microbiology, molecular biology, and genetic engineering, which indicates the success of a transfection or other process used to introduce foreign DNA into a cell."
"Sthenurine forelimbs were long with two extra-long fingers and claws compared with the relatively small, stiff arms of modern macropods.","Stenurinforelimbs haben zwei lange Finger und Krallen. Moderne Makropoden haben kleine, steife Arme im Vergleich zu denen der Stenurin.","肾上腺素的肾上腺素长,有两根长的手指和爪子。 它们不同于相对小的、坚硬的现代巨人臂。","The adrenaline of adrenaline is long, with two long fingers and claws, which are different from the relatively small, hard modern giant arms.","Stenurinforelimbs have two long fingers and claws. Modern macropods have small, stiff arms compared to those of Stenurin."
This resulted in a vest with vertical stripes of white and navy-blue color.,Dies verursachte eine Weste mit vertikalen Streifen aus weißer und marineblauer Farbe.,结果是一条垂直条纹白色和海军蓝色背心。,The result was a vertical striped white and a Navy blue vest.,This caused a vest with vertical stripes of white and marine blue color.
Later Wales withdrew his support and asked for Essjay's resignation from his positions with Wikipedia and Wikia.,"Später nahm Wales seine Unterstützung weg. Er bat Essjay, seine Positionen bei Wikipedia und Wikia zu verlassen.","后来威尔士停止支持他,让Essjay离开维基百科和维基百科。","Later, Wales stopped supporting him and asked Essjay to leave Wikipedia and Wikipedia.",Later Wales took away his support. He asked Essjay to leave his positions on Wikipedia and Wikia.
The Odyssey is an ancient Greek epic poem attributed to Homer.,"Die Odyssee ist ein altes griechisches Gedicht, das von Homer geschrieben wurde.",奥德赛是一首古希腊诗 据说是荷马写的,"Odyssey is an ancient Greek poem, allegedly written by Homer.",The Odyssey is an ancient Greek poem written by Homer.
"In early 2003, she released her fourth album titled, ""To Be Continued..."" which was also met with commercial success.","Ihr viertes Album, das 2003 veröffentlicht wurde, war ein Erfolg. Es heißt ""To Be Continued"".","她于2003年发行了第四张专辑,",She published her fourth album in 2003.,"Their fourth album, released in 2003, was a success. It's called ""To Be Continued""."
